,StartDate,EndDate,Status,IPAddress,country,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,consent,workerID,automatrix_check,yourjob,yourskills,yourskills_26_TEXT,pagetime_First Click,pagetime_Last Click,pagetime_Page Submit,pagetime_Click Count,stability1_1,stability2_1,stability3_1,control1_1,control2_1,control3_1,needagency1_1,needagency2_1,needagency3_1,needpower1_1,needpower2_1,needpower3_1,vashlamc_size,vashlamc_values,genattitude1,genattitude2,genattitude3,genattitude4,genattitude5,purchaseintent1,purchaseintent2,purchaseintent3,WTP,WTP_pct,probe_whatabout,probe_susp1,probe_susp2,probe_susp3,finish,ResponseID,result,Group,X55,X56,X57
679,4/18/19 23:32,4/18/19 23:50,0,173.81.73.102,United States,100,1067,1,4/18/19 23:50,R_2yjcogOibiKTUkS,NA,3.94281E+14,"-814,644,012,451,171,000",anonymous,EN,6,A38G96U9JZU3CW,From what I understand it's a program that will let you know if your job is in danger of being automated by the year 2022.,Customer Service Representative,789111621,NA,0,0,15025,0,6,6,6,5,3,7,5,7,6,5,3,4,2,1,13,13,13,13,12,14,15,16,250,23,"I have no idea, macroeconomics was a term that was thrown around a lot however. If I had to guess I'd say something to do with people's feelings toward automation but I don't really know.","I think that Vashla bike was really cool, I'd like to learn more about advanced bikes with those features.","I thought it was interesting, I don't think it has that much bearing on my job however because my job is a lot of dealing with the public so I don't think it would be automated so easily.","I thought the bicycle was really cool. I don't really see how it relates to the automation thing however, unless Vashla is a company that works a lot with automation.","Yes, I understand.",R_2yjcogOibiKTUkS,-5,4,NA
680,4/18/19 20:16,4/18/19 23:52,0,103.207.3.9,United States,100,12939,1,4/18/19 23:52,R_oZF54KClUfjkI6d,NA,1.135E+16,"77,733,306,884,765,600",anonymous,EN,6,A2Y2RVQO2UVFV1,Drawing on your research findings we have developed a new program called automatrix,supervisor,9,NA,0,0,16494,0,4,6,5,4,6,5,4,5,2,6,4,6,2,1,7,10,11,9,11,14,15,12,50,24,this study was research the people thoughts about macro economic dynamics,no,the automatrix program is i think good,this is really good i think i want buy this bicycle this look is very comfortable,no,R_oZF54KClUfjkI6d,-5,8,NA
681,4/18/19 23:36,4/18/19 23:54,0,"71,128,166,157",United States,100,1093,1,4/18/19 23:54,R_1IEGNaqLgkQc2dZ,NA,3.63054E+17,"-8,660,720,062,255,850,000",anonymous,EN,6,A1XIJE772WYRNJ,Calculates the probabilities that a persons job skills will be automated by 2022,Customer service,16781116,NA,0,0,15108,0,6,6,6,6,7,6,6,7,7,6,6,6,3,3,13,13,13,13,13,14,14,14,500,24,I'm unsure,This study was definitely different that others I've taken but I'm not sure I could pick out the exact items that were unusual per-say.,Not really. It seemed to greatly underestimate the score.,"Yes, the bicycle made sense",i understand that during this study I received feedback about my job that was not true,R_1IEGNaqLgkQc2dZ,-5,2,NA
682,4/18/19 23:45,4/18/19 23:57,0,97.81.144.248,United States,100,745,1,4/18/19 23:57,R_3PGK4mZjsYWAoZG,NA,3.65491E+16,"-8,255,840,301,513,670,000",anonymous,EN,6,AL83KKXUORS9Y,Calculates the probability that a person's job will be automated by the year 2022 using a complex formula and based on the person's skills they use in their job.,Sales Representative,7.81113E+17,NA,0,0,15007,0,3,5,2,6,6,6,6,7,7,6,5,6,3,3,13,13,13,13,13,13,15,14,250,24,I think the study was to see how I feel about the thought of losing my job to automation and if this has an impact on my desire to purchase a product.,None,"Yes it made sense, however I don't feel that my job will be lost to automation by 2022.",Yes the information made sense and I would like to have a bicycle like this.,I have understood that during this study I received feedback about my job that was not true.,R_3PGK4mZjsYWAoZG,-5,6,NA
683,4/18/19 23:36,4/18/19 23:58,0,76.127.100.14,United States,100,1333,1,4/18/19 23:58,R_2S8Dm1RKo7vztGU,NA,3.76755E+16,"-121,006,805,419,921,000",anonymous,EN,6,A3EKA2UBM4NHIC,It calculates the probability that a person's job will be substantially automated using current leading edge technologies by the year 2022.,Teacher,20,NA,0,0,15152,0,6,5,5,6,5,6,5,6,6,7,5,7,3,3,13,13,13,13,13,16,16,16,500,24,Maybe it is about how we make purchase decisions based on our employment secureness.,"I thought it was strange to talk about bikes. I understand that owning a bike was in the screener, but still can't relate the two.",I thought it was interesting but was still pretty unsure what it meant as a whole.,Yes it made sense and I thought the bicycle was really cool but it would most likely cost a fortune if it came with all those features.,"I understand that during this study, I have received feedback about my job that was not true.",R_2S8Dm1RKo7vztGU,-5,6,NA
684,4/18/19 23:59,4/19/19 0:08,0,"98,213,254,231",United States,100,554,1,4/19/19 0:08,R_1rq9vLiMUvMWzHe,NA,4.22786E+16,"-89,036,102,294,921,800",anonymous,EN,6,A37DKV7XQI7N5J,determines the likely hood that a job will be lost due to automation,Software Engineer,3.68E+26,NA,0,0,15.21,0,2,1,1,7,7,7,2,7,7,7,7,7,3,3,13,13,13,13,13,16,16,16,750,25,gauging ones ideas about what will occur in the future,no,it made sense but I did not agree with the results,yes it did,I understand,R_1rq9vLiMUvMWzHe,-5,7,NA
685,4/18/19 23:58,4/19/19 0:12,0,73.74.85.163,United States,100,836,1,4/19/19 0:12,R_6MAiPfsEkI9kFCp,NA,4.18732E+16,"-880,001,983,642,578,000",anonymous,EN,6,AXXKYIAMOWOUE,Takes input about essential skills to complete a job and calculates the probability that that job will be automated by 2022,Biology Researcher,1.47E+27,NA,0,0,15042,0,7,7,7,6,6,6,6,6,6,6,5,6,3,3,9,11,11,10,11,12,12,12,100,21,"Decision making in regards to purchases, and how telling someone a prediction that relates to job security influences how secure and confident they feel about that job.","I was curious how much about the predictions of automation was based on actual research, vs made up for the study.","Yeah, as did the result I got for likelihood of automation (my job is I think not an easy one to replace the human element in). I'm actually inclined to go look up a bit about job automation now","Yeah. I liked the GPS and lock, not so much the health tracker. Interesting idea overall, though I wonder how much the price would go up to account for the bells and whistles",I understand that the feedback about my job was not true.,R_6MAiPfsEkI9kFCp,-5,2,NA
686,4/18/19 21:37,4/19/19 0:12,0,65.29.200.76,United Kingdom,100,9328,1,4/19/19 0:12,R_2Vq2AXKYYnAKK7r,NA,3.99534E+16,"-8,378,009,796,142,570,000",anonymous,EN,6,AXKV2UQ5HEG29,It works to define what jobs will be automated by the year 2022. It does this by the user entering requested information and than it tells you rather your job will be automated or not.,IT Manager,1.25E+28,NA,14939,14939,15184,1,1,2,1,7,6,7,6,7,7,7,6,6,3,3,13,13,13,13,13,16,16,16,450,23,I am not really sure. I am thinking it was about the bike more than anything else but honestly I am not sure.,I really liked the bike an thought that it was a great idea.,It all made sense to me. However I am not confident that the results were accurate. I think that the results were misleading and almost put there to scare people. I realize jobs will become more automated but the reality of that happening this fast is not likely.,I really enjoyed reading the information. I thought that the bike was awesome. I was really intrigued by it and I would buy this bike if I seen it,I understand that the feedback about my job was not true.,R_2Vq2AXKYYnAKK7r,-5,6,NA
687,4/19/19 0:12,4/19/19 0:20,0,66.223.164.47,United States,100,489,1,4/19/19 0:20,R_3MSsgANpeUPBN9f,NA,6.16303E+17,"-1,489,871,978,759,760,000",anonymous,EN,6,A1ULAGEUNX6Y20,Predicts the chance of your job likely being replaced by automation by 2022.,Manager,1.68E+26,NA,0,0,16975,0,6,6,6,7,7,7,4,7,6,5,5,5,2,1,13,13,13,13,13,15,16,15,1000,23,The effect of the first company on the perception of the bicycle product.,None,"Yes, it makes sense that being a Manager of a company, which requires dealing with complex emotions and decisions, would not be able to be replaced entirely by automation.","Yes, the bicycle looked very modern and attractive.",I understand that the feedback about my job was not true.,R_3MSsgANpeUPBN9f,-5,4,NA
688,4/18/19 23:59,4/19/19 0:21,0,76.127.100.14,United States,100,1329,1,4/19/19 0:21,R_2wz2Ms9eiDtPg6y,NA,3.76717E+17,"-1,209,481,964,111,320,000",anonymous,EN,6,A3G7N2UHV08NCR,It combines info based on our job and the skills necessary to complete said job to calculate the person's probability of job automation by 2022.,Mailman,19,NA,0,0,15114,0,1,1,1,1,4,5,7,5,2,7,6,7,3,3,10,9,9,9,11,11,11,11,0,14,I think this study was about how the results we received in the Automatrix determines whether or not we would buy the bike shown to us.,The features on the bike seemed pretty impractical for a regular bike. It would seem suited for something like a motorcycle maybe. Also the air tank looking item seems awkwardly placed and I couldn't figure out the purpose of it and it looks like it'd just get in the way.,"No, it did not. I can't understand how a machine could predict the future of my job specifically. It's impossible for my line of work.","I have never even heard of Vashla Bicycles, but it's understandable since I am also living in America. I thought the bike was impracticable and seemingly unsafe with all the extra features on it. It did not make sense to have all those features on a bike.",I understand that I received false information pertaining to my job.,R_2wz2Ms9eiDtPg6y,-5,3,NA
689,4/18/19 20:25,4/19/19 0:38,0,137.97.189.110,United States,100,15155,1,4/19/19 0:38,R_1K6VtYD6vMtaigt,NA,9.9819E+15,"7,628,448,486,328,120",anonymous,EN,6,A33KTU8KJ5CP2T,it makes user experience simple and robust.,manager,1.11315E+15,NA,0,0,15078,0,3,2,2,4,2,4,6,7,7,7,5,4,1,2,12,12,12,12,12,14,14,15,12000,21,No idea,No,"Yes, It opened my eyes.",Yes,I know that the feedback was not true,R_1K6VtYD6vMtaigt,-5,5,NA
690,4/19/19 0:23,4/19/19 0:43,0,196.19.177.190,Canada,100,1207,1,4/19/19 0:43,R_2qb05mbfkCcZ48e,NA,3.90997E+16,"-945,785,980,224,609,000",anonymous,EN,6,A3LAC4BALBA8SQ,It Calculates the probability of the person's job which will be substantially automated to their current leading edge technology by the year 2022,Self Employed,1.01112E+11,NA,0,0,16725,0,3,5,5,7,6,6,3,7,7,7,6,2,1,2,13,13,12,13,13,15,15,16,800,22,Its about how people prefer the consumption of a product based on the information given on the image.,Informative study.,It analyses the information about the job automation and its somewhat accurate about the results.It was an interesting and informative.,The bicycle in the image was very advanced and looks more attractive to buy.,I understood that during the study I received feedback about my Job was not true.,R_2qb05mbfkCcZ48e,-5,1,NA
691,4/19/19 0:35,4/19/19 1:00,0,41.89.96.17,United States,100,1464,1,4/19/19 1:00,R_1f2xpX3dlIe3SFz,NA,-1.2841E+16,"368,155,059,814,453,000",anonymous,EN,6,A2A4DJKCY4T6N5,it help calculate the chances of a particular job getting automated by year 2022,nursing,1371125,NA,0,0,15008,0,7,6,6,5,6,6,6,6,6,6,6,6,1,2,11,11,11,11,11,14,14,14,150,22,evaluating various aspects of macroeconomics,no,yes it gives knowledge about products features we have in market,companies are now trying to make their product safe for human use,i have understood the information given about my job,R_1f2xpX3dlIe3SFz,-5,4,NA
692,4/19/19 0:41,4/19/19 1:03,0,"42,109,153,235",United States,100,1308,1,4/19/19 1:03,R_2E7eps7lIQk2qlW,NA,1.29833E+16,"7,758,331,298,828,120",anonymous,EN,6,A27NBGO9FXJS8Q,It calculates the probability of a person's job being automated by 2022,procurement engineer,7.81E+21,NA,0,0,15008,0,3,2,3,6,5,6,7,6,6,7,6,6,1,2,11,12,11,11,11,15,14,14,750,22,no idea,none,"No, it did not make sense to me.",It was good information.,I have understood that during this study you received feedback about your job that was not true,R_2E7eps7lIQk2qlW,-5,5,NA
693,4/19/19 0:43,4/19/19 1:05,0,"174,100,161,119",United States,100,1340,1,4/19/19 1:05,R_3nTo5xfBzrFRez3,NA,4.14701E+14,"-8,152,320,098,876,950,000",anonymous,EN,6,A3K45DQXPFC7VS,Automatrix seeks to identify jobs that might be replaced by automation by the year 2022. This can include both low skill and higher skill jobs. Automatrix examines the skills one needs to do their job and determines if it is likely to be replaceable by automation in the future.,Legal Assistant,7.89E+20,Legal research,0,0,15008,0,2,2,1,5,4,5,6,7,6,4,4,4,3,1,11,11,11,11,12,13,13,12,800,22,"I think this study was about how I feel I'll react to the rapid changes going on in society, both good and bad. It seemed to be testing how concerned I am about my future if my job can one day be replaced by automation. It also seemed to be trying to determine how favorable as a consumer I'd be to new technology being incorporated into a product I already like and use, a bicycle. But I'm really not sure about this!",I thought it was interesting that the survey both made me concerned about my future in this changing world but also how things can also be better.,"I think it made sense. I mean, I'm aware that many if not most of our jobs are at risk when artificial intelligence and automation start taking over, and society will have to find a way to deal with that. I'm not sure I get how the program arrived at the 92% likelihood my job would be replaced as the simple questions didn't cover a lot of what I do at work, such as interacting with clients.","It didn't make much sense to me why it was important to know the company's values, but the product was interesting.",I understand that the feedback about my job in this study was not true.,R_3nTo5xfBzrFRez3,-5,8,NA
694,4/19/19 0:55,4/19/19 1:07,0,66.91.5.58,United States,100,725,1,4/19/19 1:07,R_29s5wZLmhNrIyiN,NA,1.97025E+17,"-155,093,902,587,890,000",anonymous,EN,6,A1940HXCOGYQ33,calculates if a persons job will be taken over by 2022,Sale Manager,6.79E+31,NA,0,0,15006,0,6,6,6,5,5,5,5,5,5,5,5,5,3,3,13,13,13,13,13,16,16,16,800,23,To get an idea of how much people like the new bicycle,I felt that everything ran smoothly and as normal,Yes it made total sense and I agree with it.,Yes it made sense and the bicycle was very appealing.,I understand that both information was untrue,R_29s5wZLmhNrIyiN,-5,2,NA
695,4/19/19 0:59,4/19/19 1:10,0,"98,206,233,121",United States,100,659,1,4/19/19 1:10,R_3frv8Dd2NGEsmjB,NA,4.17004E+17,"-8,782,630,157,470,700,000",anonymous,EN,6,A16KCYWNI9AA80,Iâ€™m sure that they are a auto company that specializes in the automobile and will do different things with the cars that they work on which is not a bad business to get into that is great for them Iâ€™m sure that they have the necessary information to use towards the business that they are in and Iâ€™m sure that it is very profitable,Technician,1234567,NA,4481,14845,15017,2,2,2,2,7,7,7,7,7,7,7,7,7,1,1,13,13,13,13,13,16,16,16,300,22,To gain knowledge on how consumers buy different products on the market,Nothing at all everything went smoothly and I understood everything that was presented in the study,Yes the information made a lot of since to me and I really like what they have presented and will be inclined to buy a bicycle from the manufacturer,Yes it did it really makes me want to buy a bicycle from this company and I really understood everything that was presented,I understood everything that was presented there was nothing confusing to me,R_3frv8Dd2NGEsmjB,-5,6,NA
696,4/19/19 0:59,4/19/19 1:11,0,73.98.170.191,United States,100,701,1,4/19/19 1:11,R_3QEng1CyxOKRdJP,NA,4.12627E+11,"-11,198,370,361,328,100",anonymous,EN,6,A1CWJHH3BK3LBL,Figures out the probability of jobs becoming automated by 2022.,Production,12471120,NA,0,0,15.01,0,5,6,5,6,5,6,4,5,5,5,5,6,3,3,13,12,12,12,13,14,14,14,500,21,Macroeconomics,This was a very cool survey.,It made sense and I think I'll look for a new job.,It made sense. The bike looks very interesting.,I understand the information was not real.,R_3QEng1CyxOKRdJP,-5,7,NA
697,4/19/19 1:06,4/19/19 1:11,0,50.51.101.68,Canada,100,336,1,4/19/19 1:11,R_20MSNnUHLyQRxCB,NA,4.12684E+16,"-82,857,696,533,203,100",anonymous,EN,6,A2FLZP3C6U67JY,It predicts the probability that someone's job will be automated by 2022.,property preservation,6,NA,0,0,15023,0,7,7,7,7,7,7,6,7,7,6,7,6,2,1,10,10,10,10,10,14,14,14,600,22,How we view company values and products?,not really,"Yeah, it actually seemed about right.","Yes, it was pretty clear.",I understand that the feedback was not true.,R_20MSNnUHLyQRxCB,-5,4,NA
698,4/19/19 1:15,4/19/19 1:22,0,196.18.165.140,United States,100,421,1,4/19/19 1:22,R_1Q9oJ0ZyYlNuoXp,NA,5.15164E+17,-0.093002319,anonymous,EN,6,A2YVRVC704FVB6,It will find a person's job automation on 2022 with their pre selected credentials.,Assistant Chef,61417,NA,0,0,16689,0,6,7,3,7,6,5,7,4,7,6,6,7,1,1,13,13,13,13,13,14,14,14,500,20,Automation evalution software survey.,no observation,"Yes it make sense, but not believable.",No,Okay i understand.,R_1Q9oJ0ZyYlNuoXp,-5,6,NA
699,4/19/19 1:23,4/19/19 1:41,0,192.159.176.25,United States,100,1080,1,4/19/19 1:41,R_1hKVYVxcPSdr44i,NA,4.29976E+17,"-812,563,018,798,828,000",anonymous,EN,6,A1F6AYH11E1E85,Calculates how likely a job will be automated by technology.,Fastfood Cook,467111720,NA,14192,14192,15007,1,1,1,2,6,5,7,3,7,6,7,5,3,1,2,11,11,11,11,11,14,14,14,875,21,Phrasing of marketing questions in relation to company value in customers mind.,Asked the same question phrased slightly differently 5 times in a row. That was quite unusual,"It made sense to me, I believe jobs that are ""easy"" skills will be taken over. It made sense to be as as technology progresses it doesn't make sense to continue using human work, as this would be less effective and also cost more.",It seemed quite interesting because of the pin code needed to unlock the wheels. It made sense as it seemed to be a early prototype as it was quite bulky and not smooth. Overall it did make sense to me.,I have understood the study had untrue feedback about my job.,R_1hKVYVxcPSdr44i,-5,5,NA
700,4/19/19 1:29,4/19/19 1:45,0,"66,231,157,115",United States,100,991,1,4/19/19 1:46,R_1jqsDGEW6JYFTha,NA,2.96489E+16,"-823,249,969,482,421,000",anonymous,EN,6,A2FXZJR8X6T2Q1,Calculates the probability that someones job will be replaced by automation or not by the year 2022,Financial Analyst Trainee,3810111418,NA,0,0,15006,0,7,7,7,7,7,7,6,6,7,7,7,3,3,3,13,13,13,13,13,15,15,15,1500,21,I believe this study was about understanding the psychological factors behind everyday consumers. I think that the purpose of this study was to collectively obtain data on macroeconomic factors like employment in regards to how safe a person feels given a certain statistic on how automated their job will likely be by 2022 and also to understand how much a consumer is willing to pay for a product/service given its something of interest to them.,Nothing struck me as unusual,"Yes it made complete sense to me, I however do not feel total safety alone just by automation being a factor alone. I think major economic events could destroy the safety of my field if anything bad were to happen like a recession and not only a recession in this country but in all of them combined as a global recession due to most currencies being pegged to US dollar which is a fiat currency and not being derived from ""money"" or anything that is a ""store of value"" more deficit spending and printing out paper currency will ultimately crush the economy. Thats what scares me the most.",I enjoyed learning about the Vashla Bicycles and yes it made total sense to me.,I understand that the feedback about my job was not true.,R_1jqsDGEW6JYFTha,-5,3,NA
701,4/19/19 1:20,4/19/19 1:48,0,"68,100,238,115",United States,100,1726,1,4/19/19 1:48,R_UEekv0a7kuQF5rb,NA,3.87818E+15,"-7,738,179,779,052,730,000",anonymous,EN,6,A3S8TUZ94SKSDC,"The AUTOMATRIX program calculates the probability that a certain job will be automated or not by 2022. The person that is using the program should indicate their job and the most important skills necessary to do their job. Then, using a mathematical algorithm, AUTOMATRIX calculates the probability that the person's job will be automated by 2022.",Assistant Regional Manager at a transportation company,6.71112E+11,NA,0,0,15008,0,6,6,6,5,4,5,5,7,6,6,4,5,3,3,13,13,13,13,13,16,15,15,500,23,To better understand people's thoughts and concerns about job automation and the effect it will have on their lives.,"The study was very interesting. I was a little confused that I was asked two questions about Vashla Bicycles before I was presented with the text about the company. I responded with ""I don't know"" to both questions. I am not sure if there was a text was supposed to be shown to me before the questions or not.","Yes, it made sense. I think it was fairly accurate.","Yes, it made sense. I liked the new bicycle model a lot.",I understand that the feedback that I received about my job during the study was not true.,R_UEekv0a7kuQF5rb,-5,2,NA
702,4/19/19 1:41,4/19/19 1:57,0,146.71.77.78,United States,100,941,1,4/19/19 1:57,R_3hzkhZiXRbW6yrf,NA,3.41979E+16,"-11,853,710,174,560,500,000",anonymous,EN,6,A3MERNCZWM8XHY,automatic  program is very easy,data entry,8,NA,0,0,15004,0,7,7,5,7,7,7,7,7,7,7,7,7,1,2,13,13,13,13,13,16,16,16,1000,22,work,interest,naice,bicycle  is nice,Study is very important,R_3hzkhZiXRbW6yrf,-5,1,NA
703,4/19/19 1:44,4/19/19 2:01,0,75.176.83.168,United States,100,1013,1,4/19/19 2:01,R_3DkIpz8h0vEOXaG,NA,3.39739E+16,"-812,344,970,703,125",anonymous,EN,6,A2O7LNRIBPIHAF,The program calculates the probability that a specific job will be automated by 2022.,Inside Sales,7810151617,NA,0,0,16336,0,2,3,3,7,5,6,5,6,6,5,3,5,2,1,12,13,12,12,13,15,16,15,850,23,Various economic factors and thoughts.,Interesting study. Thank you.,It made some sense but the date of 2022 is too soon to implement.,Made sense and seemed useful.,The feedback that I received about my job in this study was not true.,R_3DkIpz8h0vEOXaG,-5,8,NA
704,4/19/19 1:56,4/19/19 2:04,0,206.213.43.100,United States,100,489,1,4/19/19 2:04,R_UMZQtpFpUZCCSel,NA,3.34743E+15,"-112,194,000,244,140,000",anonymous,EN,6,A23BQ23YJE0VYL,it calculates how high a chance your job is going to be automated by 2022.,Security,111516,NA,0,0,15109,0,1,1,1,1,1,7,1,7,7,7,5,1,3,3,13,13,13,13,13,16,16,16,1000,24,Seeing my preferences,nothing struck me as unusual,it did but it made me a little nervous,I thought the bike was super cool I would completely own one,I understood i received feedback about my job and that was not true,R_UMZQtpFpUZCCSel,-5,7,NA
705,4/19/19 2:15,4/19/19 2:23,0,"199,114,218,103",United States,100,484,1,4/19/19 2:23,R_1IpbhC05VbPFF0l,NA,4.01093E+17,"-8,311,460,113,525,390,000",anonymous,EN,6,R_3wU85QEGwm0gBcB,Expect,Engineer,2.10132E+14,Good,9707,9707,15014,1,1,7,7,7,7,7,1,6,7,2,6,6,1,1,13,13,13,13,13,16,16,16,200,26,Engineering,Interesting,Yes,Nice bicycle,To be focused and determined,R_1IpbhC05VbPFF0l,-5,8,NA
706,4/19/19 2:25,4/19/19 2:35,0,98.155.212.52,United States,100,557,1,4/19/19 2:35,R_WopaAXdaY8mtyi5,NA,2.12987E+14,"-1,576,985,015,869,140,000",anonymous,EN,6,APCVD1Y1UE7XM,It calculates the probability of someone's job being automated by the year of 2022.,Student,7.89101E+14,NA,0,0,15106,0,7,7,7,6,6,6,3,6,6,4,4,5,3,2,13,13,13,13,13,15,15,15,300,24,"Study about new software that calculates the probability of your career being replaced by automation. Also, a study that calculates how likely someone would be to purchase a new product.",The bike seems like a very unique concept!,"It was very interesting, since I was a student, I expected the number to be high/incorrectly calculated, but it came up with 8% which is reasonable.","It made sense, the features of the bike seem very relevant and necessary.","I understand that during this study, I received feedback about my job that was not true.",R_WopaAXdaY8mtyi5,-5,1,NA
707,4/19/19 2:24,4/19/19 2:37,0,182.18.229.125,United States,100,744,1,4/19/19 2:37,R_1IeNToy1wqFuXYd,NA,1.46E+16,"121,033,294,677,734,000",anonymous,EN,6,A1WJU1IQ3UTRC6,It decides with a little bit of information if the job will be automated sustainable by the year 2022,teacher,7911141720,NA,0,0,15006,0,6,6,6,7,6,6,6,7,6,5,5,6,1,2,12,12,12,13,12,14,14,14,1500,23,"I am not really sure, but it was interesting and I enjoyed it.",nothing in particular.  I enjoyed the survey and thought the bicycle had great technology and ideas,It did make sense to me and I can see where it would be correct,It made sense and I actually enjoyed the new model and I might think about that if I was looking to get a new bike.,I understand that during this study you received feedback about your job that was not true,R_1IeNToy1wqFuXYd,-5,5,NA
708,4/19/19 2:26,4/19/19 2:37,0,97.94.182.160,United States,100,706,1,4/19/19 2:38,R_3MJxl0ux7we0AX7,NA,3.37627E+11,"-118,137,603,759,765,000",anonymous,EN,6,A12HWPFXQPITHD,It allows a person to input a name of a career or profession to see if it will be replaced by automation by the year 2022.,Illustration,311142126,Identification of current social media trends and a sense of humor.,0,0,15007,0,7,7,6,7,6,7,7,6,7,6,6,5,3,1,11,12,12,12,11,14,15,15,650,22,"Not entire certain, to be honest.",I didn't notice anything odd or out of the ordinary.,It made perfect sense to me. I wasn't sure if the AUTOMATRIX program was a real thing or not but I'm very interested in the subject.,The Vashla Bicyles section looked like an advertisement to me. I wasn't confused about anything.,I understand that the AUTOMATRIX program was made up and the feedback about my job was not true.,R_3MJxl0ux7we0AX7,-5,4,NA
709,4/19/19 2:25,4/19/19 2:42,0,97.104.68.166,United States,100,1020,1,4/19/19 2:42,R_uh8r7Gg3koT4zkJ,NA,2.80219E+17,"-8,053,890,228,271,480,000",anonymous,EN,6,AKV1P0K20UNF0,The Automatrix program determines how likely it is that your current job will be automated by the year 2022 using factors like the most necessary skills used to complete your jobs along with the leading advances in automation technology happening now.,IT for Hospital,168212224,NA,0,0,15007,0,3,7,5,5,1,3,3,6,7,3,4,2,3,3,13,13,13,13,13,14,16,16,600,25,I am honestly not sure what the thesis could have been. I think the second part of the study was to see how consumption could be affected when products become increasingly more technologically advanced. I think the first part of he study was to see your feelings to technology advancing when it is in regards of the safety of your occupation.,"No particular observations. I thought it was unusual that my job working in IT is so safe from being automated (as I can absolutely see it becoming automated in the future). However, I think even if my job was automated my skills can be put to use elsewhere in the technological community.","As I said on the page before it did make sense, but I believe my job could easily be taken over by automation, but I think my skills will be necessary in the future when automation does start to take off more.",Yes it did. I would definitely love a bike like the one shown to be honest!,I understand that during the study the information I received about my job and about Vashla Bicycles was made up and was not true.,R_uh8r7Gg3koT4zkJ,-5,2,NA
710,4/19/19 2:34,4/19/19 2:48,0,67.1.205.40,United States,100,848,1,4/19/19 2:48,R_2wGoj6xkAP46uPs,NA,3.22217E+17,"-1,109,264,984,130,850,000",anonymous,EN,6,A2QG8DGOPT6F9P,"Calculates the probability of a job, based on the title of the job, and the most important skills necessary to do the job, becoming automated.",Pet Shipping,4.78E+20,NA,0,0,15007,0,5,6,6,2,5,2,5,5,5,6,5,6,3,3,12,12,12,12,12,15,15,15,1500,24,I am unsure.,"Yes, the measure of the likelihood of pet shipping becoming automated, the bicycle questions...how secure I feel in my job, questions.  I can't quite connect them, but that's why I'm shipping pets, and turking, and you are conducting research. :)","Yes, but it does not make me feel more secure in my work at 8%, as so many other economic factors, both big and small, impact my business.","Yes, it made sense, and the bike was cool. I'm still using my 1985 Touring, Peugeot.",I understand I received feedback that was not true for the purpose of the study.,R_2wGoj6xkAP46uPs,-5,3,NA
711,4/19/19 3:04,4/19/19 3:18,0,67.184.88.24,United States,100,843,1,4/19/19 3:18,R_06vcwGq99xLBCdX,NA,4.19778E+17,"-882,017,974,853,515,000",anonymous,EN,6,A22EDUBB602EJD,It calculates the chances that a person's job will be mostly automated using the most current technology by 2022.,Business Analyst,1.11E+20,NA,0,0,15007,0,6,6,6,4,4,5,5,5,5,5,5,5,3,3,11,11,11,11,11,15,15,15,300,23,I am not really sure.,I was asked about bikes before I took the survey.,It made some sense but I am not sure if it is real.,I like the idea but would need to see it in action first.,I understand.,R_06vcwGq99xLBCdX,-5,2,NA
712,4/19/19 3:08,4/19/19 3:18,0,24.147.73.45,United States,100,625,1,4/19/19 3:18,R_3luJDzlBXfo63Ep,NA,4.2724E+14,"-7,147,899,627,685,540,000",anonymous,EN,6,A271V19C06841K,"it takes input from a person and provides the likelihood that their job will be automated by the year 2022, it does so using a mathematical procedure",engineer,4.78101E+14,NA,0,0,15007,0,6,6,6,6,5,5,5,6,6,6,5,5,3,3,12,12,13,12,13,14,15,15,500,22,feelings towards a product,no,it made sense to me,I did not see information about Bicycles as a company just the new model,I understand,R_3luJDzlBXfo63Ep,-5,3,NA
713,4/19/19 3:19,4/19/19 3:24,0,165.225.38.25,United States,100,310,1,4/19/19 3:24,R_1jJ6OCXuQLfyew9,NA,4.0782E+17,"-7,399,530,029,296,870",anonymous,EN,6,AS2WTWYVRW9BV,basically it helps you look up a job that you currently have or want and it lets you see the probability of wether or not it will be automated by 2022,Supervisor,9.11121E+16,NA,0,0,15025,0,6,7,6,7,7,7,6,6,6,6,6,6,1,1,13,13,13,13,13,16,16,16,750,23,honestly no idea,no,yes it all made sense,yes it did,I understood,R_1jJ6OCXuQLfyew9,-5,4,NA
714,4/19/19 3:25,4/19/19 3:36,0,72.186.16.165,United States,100,641,1,4/19/19 3:36,R_OCG1cXaSiIJOMGR,NA,2.80617E+15,"-82,308,197,021,484,300",anonymous,EN,6,A16OH8XXYY0AAS,It takes different characteristics of the abilities needed to complete a job and then proceeds to tell you how long it would be until your job would be automated.,Recording Artist,14,NA,0,0,15107,0,1,1,1,7,7,7,7,7,7,7,7,7,3,3,13,13,13,13,13,16,16,16,350,22,I have no idea what so ever.,n/a,I'm pretty sure it was just a random percentage given for the studies sake but it made sense in how it would work.,It seems like a very high tech bike that is very do-able in this day and age.,I understand the feedback I received about my job was not true.,R_OCG1cXaSiIJOMGR,-5,6,NA
